date,benchmark_close,market_regime,max_total_exposure,current_total_exposure,current_cash,effective_universe_size,holdings_count,decision_scope_size,candidates_seen,passed_base_filter_count,passed_bucket_filter_count,passed_valuation_filter_count,passed_quality_filter_count,passed_price_trigger_count,raw_buy_signal_count,unique_raw_buy_intent_count,repeated_blocked_buy_signal_count,raw_sell_signal_count,account_feasible_buy_signal_count,user_visible_buy_recommendation_count,user_visible_blocked_buy_count,pending_buy_intent_count,blocked_by_universe_count,blocked_by_market_regime_count,blocked_by_cash_count,blocked_by_cash_one_lot_count,blocked_by_position_limit_count,blocked_by_single_name_limit_count,blocked_by_min_trade_amount_count,blocked_by_lot_size_count,blocked_by_price_too_high_for_account_lot_count,blocked_by_price_too_high_for_remaining_capacity_count,blocked_by_lot_size_accumulation_required_count,blocked_by_existing_position_count,blocked_by_hard_add_ban_count,blocked_by_max_positions_count,blocked_by_daily_new_position_count,blocked_by_daily_add_count,blocked_by_unknown_count,executable_buy_count,executable_sell_count,executed_buy_count,executed_sell_count
2023-04-03,4090.5676,risk_on,0.95,0.0,50000.0,28,0,4821,4821,4820,1277,186,9,1977,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,16,0,0,0,0
2023-04-04,4103.1052,risk_on,0.95,0.0,50000.0,28,0,4826,4826,4825,1277,216,14,2185,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,16,0,0,0,0
2023-04-06,4096.64,neutral,0.7,0.0,50000.0,28,1,4825,4825,4824,1276,231,16,2257,3,3,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,17,1,0,1,0
2023-04-07,4123.2799,risk_on,0.95,0.037072195469693106,48156.5261237,28,1,4825,4825,4824,1276,200,12,2143,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,17,0,0,0,0
2023-04-10,4104.8118,risk_on,0.95,0.03695665459219555,48156.5261237,28,1,4835,4835,4834,1279,206,12,2365,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,17,0,0,0,0
2023-04-11,4100.1479,neutral,0.7,0.036783291277901684,48156.5261237,28,1,4835,4835,4834,1279,205,12,2401,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,16,0,0,0,0
2023-04-12,4097.2876,neutral,0.7,0.03695665459219555,48156.5261237,28,1,4834,4834,4833,1278,198,12,2296,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,8,0,0,0,17,0,0,0,0
2023-04-13,4068.9786,neutral,0.7,0.037187708626542366,48156.5261237,28,1,4835,4835,4834,1279,202,12,2388,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,8,0,0,0,17,0,0,0,0
2023-04-14,4091.9988,neutral,0.7,0.03730319407271825,48156.5261237,28,1,4834,4834,4833,1279,202,12,2356,3,3,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,6,0,0,0,18,0,0,0,0
2023-04-17,4149.3836,risk_on,0.95,0.03799552538362703,48156.5261237,28,1,4835,4835,4834,1280,174,9,2279,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,20,0,0,0,0
2023-04-18,4162.032,risk_on,0.95,0.03885954044817275,48156.5261237,28,1,4842,4842,4841,1281,174,10,2391,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,22,0,0,0,0
2023-04-19,4124.5589,risk_on,0.95,0.038801987731629684,48156.5261237,28,1,4842,4842,4841,1281,183,10,2473,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,22,0,0,0,0
2023-04-20,4113.0192,risk_on,0.95,0.03966455542002879,48156.5261237,28,1,4844,4844,4843,1281,178,9,2603,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,21,0,0,0,0
